Player,Cap Hit (M$)
Jeremi Tammela,0.775
Jonne Tammela,0.693704
Eric Tangradi,0.65
Maxime Tanguay,0.775
Petr Taticek,0.775
Caden Taylor,0.775
Jeff Taylor,0.7425
Nikita Telegin,0.775
Sergei Telegin,0.775
Oscar Tellstrom,0.775
Matt Tennyson,0.75
Nikita Tertyshny,0.775
Ryan Tesink,0.775
Josh Teves,0.7
Mitchell Theoret,0.775
Ben Thomas,0.7
Bill Thomas,0.775
Christian Thomas,0.775
Ben Thomson,0.65
Gavyn Thoreson,0.775
Josh Thrower,0.775
Scott Timmins,0.775
Jussi Timonen,0.775
Dovar Tinling,0.775
Nathan Todd,0.775
Sergey Tolchinsky,0.65
Kyle Topping,0.775
Mathieu Tousignant,0.775
Teddy Townsend,0.775
Alexander Tracy,0.775
Travis Treloar,0.775
Francois Tremblay,0.775
Maxim Trepanier,0.775
Troy Trombley,0.775
Dwyer Tschantz,0.775
Yaroslav Tsulygin,0.775
Teemu Turunen,0.775
Dana Tyrell,0.775
Cole Ully,0.7
Jackson Unger,0.775
Denny Urban,0.775
Samuel Urban,0.775
Loic Usereau,0.775
Calvin Vachon,0.775
Eetu Vahalahti,0.775
Veeti Vainio,0.775
Mikko Vainonen,0.775
Justin Vaive,0.775
Scott Valentine,0.775
Ryan Van Stralen,0.775
Chris VandeVelde,0.775
Alexis Vanier,0.775
Tommy Vannelli,0.775
Philip Varone,0.775
Sami Vatanen,2.0
Scooter Vaughan,0.775
Max Vayrynen,0.775
Yannick Veilleux,0.775
Marcus Vela,0.775
Denis Vengryzhanovsky,0.775
Hayden Verbeek,0.753333
Ryan Verbeek,0.775
Thomas Verdon,0.775
Nolan Vesey,0.775
Linden Vey,0.7
Elias Vilen,0.775
Antti Virtanen,0.775
Coleman Vollrath,0.775
Ivan Vydrenkov,0.775
Declan Waddick,0.775
Antoine Waked,0.726667
Jack Walker,0.775
Johnny Walker,0.775
Nils Wallstrom,0.775
Ben Walter,0.775
Erik Walli Walterholm,0.775
Nicholas Walters,0.775
Nick Walters,0.775
Brendan Warren,0.775
Liam Watkins,0.775
Jamal Watson,0.775
Reilly Webb,0.775
Will Weber,0.775
Michael Webster,0.775
Anton Wedin,0.925
Dale Weise,2.35
Stephen Weiss,4.9
Andy Welinski,0.75
Steve Werner,0.775
Niclas Westerholm,0.825833
John Westin,0.775
Mitch Wheaton,0.775
Ryan White,1.0
Ryan Whitney,0.775
Steven Whitney,0.775
Alex Wideman,0.775
Dennis Wideman,0.775
Patrick Wiercioch,0.65
Mikael Wikstrand,0.813333
Carter Wilkie,0.775
Josh Wilkins,0.925
Roman Will,0.775
Reece Willcox,0.675
Dustin Willhoft,0.775
Colby Williams,0.7
Devin Williams,0.775
Colin Wilson,2.6
Garrett Wilson,0.725
Jason Wilson,0.775
Scott Wilson,0.7
Tommy Wingels,0.75
Daniel Winnik,0.66
Mike Winther,0.775
James Wisniewski,0.775
Luke Witkowski,0.75
Tyler Wong,0.775
Jonas Woo,0.775
Kyle Wood,0.7
Brendan Woods,0.775
Cameron Wright,0.952
Dylan Wruck,0.775
Austin Wuthrich,0.775
Bogdan Yakimov,0.8425
C.J. Yakimowicz,0.775
Alexander Yakovenko,0.775
Egor Yakovlev,0.925
Raul Yakupov,0.775
Jonathan Yantsis,0.775
Yaroslav Yapparov,0.775
Alexander Yaremchuk,0.775
Nolan Yaremko,0.775
Dylan Yeo,0.775
Brandon Yip,0.775
Andrew Yogan,0.775
Alexander Younan,0.775
Bryan Young,0.775
Gus Young,0.775
Daniel Zaar,0.666667
Lane Zablocki,0.775
Platon Zadorozhny,0.775
VIT Zahejsky,0.775
Darcy Zajac,0.775
Radel Zamaltdinov,0.775
Jeff Zatkoff,0.9
Sergey Zborovskiy,0.775
Damir Zhafyarov,0.775
Zesen Zhang,0.775
Vladimir Zharkov,0.775
Peter Zhong,0.775
Timofei Zhulin,0.775
Kristaps Zile,0.775
Ben Zloty,0.775
Andrey Zubarev,0.775
Ilya Zubov,0.775
Fabian Zuccarello,0.775
Ryan Zuhlsdorf,0.775
Danny aus den Birken,0.775
John de Gray,0.775
Jeff de Wit,0.775
Jackson van de Leest,0.775
Marc Cantin,0.775
Andy Canzanello,0.775
Adam Capannelli,0.775
Tony Capobianco,0.775
Louie Caporusso,0.775
Luca Caputi,0.775
Mike Card,0.775
Greg Carey,0.65
Matt Carey,0.775
Mathieu Carle,0.775
Chris Carlisle,0.775
Dustin Carlson,0.775
Jonathan Carlsson,0.775
Mike Carman,0.775
Felix Caron,0.775
Josh Caron,0.775
Mathieu Caron,0.775
Hugo Carpentier,0.775
Doug Carr,0.775
Kevin Carr,0.775
Samuel Carrier,0.775
Andrew Carroll,0.775
Austin Carroll,0.775
Noah Carroll,0.775
Chris Carrozzi,0.775
Mac Carruth,0.775
Leighton Carruthers,0.775
Brett Carson,0.775
Macauley Carson,0.775
Benjamin Casavant,0.775
Carter Casey,0.775
Thomas Casey,0.775
Aidan Castle,0.775
Oliver Castleman,0.775
Chris Casto,0.775
Anton Castro,0.775
Brock Caufield,0.775
Tom Cavanagh,0.775
Anton Cederholm,0.775
Adam Cedzo,0.775
Santino Centorame,0.775
Luca Cereda,0.775
Roman Cervenka,0.775
Felix Chamberland,0.775
Joel Champagne,0.775
Adam Chapie,0.8
Josh Chapman,0.775
Chris Chappell,0.775
Pierce Charleson,0.775
Greg Chase,0.775
Oliver Chau,0.775
Tikhon Chayka,0.775
Zimeng Chen,0.775
Andrew Cherniwchan,0.775
Cole Cheveldave,0.775
Marc Cheverie,0.775
Igor Chibrikov,0.775
Andy Chiodo,0.775
Kyle Chipchura,0.775
Yegor Chizhikov,0.775
Tomas Chlubna,0.775
Joel Chouinard,0.775
Matt Choupani,0.775
Blake Christensen,0.775
Erik Christensen,0.775
Brian Christie,0.775
Braden Christoffer,0.775
Alex Christopoulos,0.775
Paul Christopoulos,0.775
Carsen Chubak,0.775
Kris Chucko,0.775
Maxim Chudinov,0.775
Sergei Chvanov,0.775
Daniel Ciampini,0.775
Luca Ciampini,0.775
Tomas Cibulka,0.775
Oskars Cibulskis,0.775
Michael Cichy,0.775
Yasin Cisse,0.775
Michael Citara,0.775
Matt Clackson,0.775
Christopher Clapperton,0.775
Emerson Clark,0.775
Jason Clark,0.775
Kevin Clark,0.775
Mat Clark,0.775
Neil Clark,0.775
Blake Clarke,0.775
Maxime Clermont,0.775
Marc-Andre Cliche,0.775
Tim Clifton,0.65
Grant Clitsome,0.775
Ryan Cloonan,0.775
Justen Close,0.775
Rich Clune,0.775
Greg Coburn,0.775
Davis Codd,0.775
Mathieu Coderre-Gagnon,0.775
Willie Coetzee,0.775
Colby Cohen,0.775
Zach Cohen,0.775
Brad Cole,0.775
Gerald Coleman,0.775
Chris Collins,0.775
Dan Collins,0.775
Stephen Collins,0.775
Jeremy Colliton,0.775
Jack Combs,0.775
Domenic Commisso,0.775
Adam Comrie,0.775
Sean Comrie,0.775
Shane Conacher,0.775
Andrew Conboy,0.775
Tim Conboy,0.775
Nathan Condon,0.775
Brian Connelly,0.775
Chris Conner,0.775
Jack Connolly,0.775
Mike Connolly,0.775
Colt Conrad,0.775
Scott Conway,0.775
Benjamin Conz,0.775
Holden Cook,0.775
Jordon Cooke,0.775
Oliver Cooper,0.775
Cody Corbett,0.775
Kevin Cormier,0.775
Patrice Cormier,0.775
Tommy Cormier,0.775
Mike Cornell,0.775
Philippe Cornet,0.775
Matthew Corrente,0.775
William Corrin,0.775
Enzo Corvi,0.775
Trevor Cosgrove,0.775
Marco Costantini,0.775
Jeff Costello,0.775
Wyatt Cota,0.775
Brett Cote,0.775
Jean-Philippe Cote,0.775
Alex Coulombe,0.775
Antoine Coulombe,0.775
Patrick Coulombe,0.775
Adam Courchaine,0.775
Justin Courtnall,0.775
Marco Cousineau,0.775
Josh Couturier,0.775
Corey Cowick,0.775
Evan Cowley,0.775
Joe Cox,0.775
Trevor Cox,0.775
Jace Coyle,0.775
Graeme Craig,0.775
Chris Crane,0.775
Matt Crasa,0.775
Nick Crawford,0.775
Troy Crema,0.775
Andrew Crescenzi,0.65
Jackson Cressey,0.775
Antoine Crete-Belzile,0.775
Marc-Olivier Crevier-Morin,0.775
B.J. Crombeen,0.775
Hank Crone,0.775
Paul Crowder,0.775
Grant Cruikshank,0.775
Ralph Cuddemi,0.775
Diego Cuglietta,0.775
Patrick Cullity,0.775
Tyler Cuma,0.775
Kyle Cumiskey,0.775
Mark Cundari,0.775
Cam Cunning,0.775
Craig Cunningham,0.775
Marvin Cupper,0.775
John Curry,0.775
Sean Curry,0.775
Jakub Cutta,0.775
Mike Cyr,0.775
Robert Czarnik,0.775
Scott Czarnowczan,0.775
Drew Czerwonka,0.775
Matt DAgostini,0.775
Nick DAgostino,0.775
Patrick DAmico,0.775
Jerry DAmigo,0.775
Jonathan DAversa,0.775
Stephane Da Costa,0.775
Dan DaSilva,0.775
Simon Dahl,0.775
Nicklas Dahlberg,0.775
Paul Dainton,0.775
Mike Dalhuisen,0.775
Marek Daloga,0.775
Matt Dalton,0.775
Dexter Dancs,0.775
Ty Daneault,0.775
Hugo Danielsson,0.775
Simon Danis-Pepin,0.775
Jean-Michel Daoust,0.775
Lauris Darzins,0.775
Kaspars Daugavins,0.775
Jayden Davis,0.775
Kevin Davis,0.775
Nathan Davis,0.775
Patrick Davis,0.775
Daniil Davydov,0.775
Nigel Dawes,0.775
Brian Day,0.775
James De Haas,0.775
Paul De Jersey,0.775
Ethan De Jong,0.775
Mathieu De St. Phalle,0.775
Nicholas DeAngelis,0.775
Michael DeAngelo,0.775
Derek DeBlois,0.775
Brandon DeFazio,0.775
Nick DeGrazia,0.775
Tony DeHart,0.775
James DeLory,0.775
Dan DeSalvo,0.775
Philip DeSimone,0.775
Chris DeSousa,0.775
Matthew Deblouw,0.775
Robby Dee,0.775
Mathias Dehli,0.775
Mark Dekanich,0.775
Anthony Del Gaizo,0.775
Dan Delisle,0.775
Stefan Della Rovere,0.775
Peter Delmas,0.775
Alexander Delnov,0.775
Anthony Deluca,0.775
Matt Demelis,0.775
Brandon Denham,0.775
Simon Denis,0.775
Vladimir Denisov,0.775
Adam Dennis,0.775
Chad Denny,0.775
Nathan Deobald,0.775
Guillaume Desbiens,0.775
Nicolas Deschamps,0.775
Luc Deschenes,0.775
Jeff Deslauriers,0.775
Cedric Desruisseaux,0.775
Andre Deveaux,0.775
Jimmy Devito,0.775
Brandon Devlin,0.775
Philip-Michael Devos,0.775
Justin DiBenedetto,0.775
Devin DiDiomete,0.775
Anthony DiFruscia,0.775
Matthew DiMarsico,0.775
Mike DiPaolo,0.775
Jonathan-Ismael Diaby,0.775
Joe Diamond,0.775
Darren Dietz,0.775
Grigory Dikushin,0.775
Jeff Dimmen,0.775
Ryan Dingle,0.775
Jagger Dirk,0.775
Stephen Dixon,0.775
Charlie Dodero,0.775
Nick Dodge,0.775
Kayle Doetzel,0.775
Taylor Doherty,0.775
Teddy Doherty,0.775
Filipp Dolganov,0.775
Cody Donaghey,0.635
Ryan Donally,0.775
Troy Donnay,0.775
Mike Donnellan,0.775
Max Donoso,0.775
Jamie Doornbosch,0.775
Daniel Doremus,0.775
Noah Dorey,0.775
Casey Dornbach,0.775
Jacob Doty,0.775
Viktor Dovgan,0.775
Jake Dowell,0.775
Keaton Dowhaniuk,0.775
Logan Dowhaniuk,0.775
Grayson Downing,0.65
John Draeger,0.775
David Drake,0.775
Samuel Drancak,0.775
Vladimir Dravecky,0.775
Nick Drazenovic,0.775
Davis Drewiske,0.775
Zach Driscoll,0.775
Vasili Dronyk,0.775
Mark Duarte,0.775
Sergei Dubakin,0.775
Alex Dubeau,0.775
Aiden Dubinsky,0.775
Justin Ducharme,0.775
Jeremy Duchesne,0.775
Mike Duco,0.775
Joey Dudek,0.775
Ben Duffy,0.775
Kevin Dufour,0.775
Anthony Dumont-Bouchard,0.775
Ryan Duncan,0.775
Vincent Duplessis,0.775
Philippe Dupuis,0.775
Jean Dupuy,0.775
Marc-Olivier Duquette,0.775
Corey Durocher,0.775
Patrick Dwyer,0.775
Yaroslav Dyblenko,0.8425
Roman Dyukov,0.775
Andris Dzerins,0.775
Darian Dziurzynski,0.775
Dave Dziurzynski,0.775
Ben Eager,0.775
Robbie Earl,0.775
Andrew Ebbett,0.775
Thomas Ebbing,0.775
Tanner Eberle,0.775
Kristoffer Eberly,0.775
Nick Ebert,0.7
Tyler Eckford,0.775
Cullen Eddy,0.775
David Eddy,0.775
Andreas Eder,0.775
Tobias Eder,0.775
Kai Edmonds,0.775
Ty Edmonds,0.775
Mike Egener,0.775
Nando Eggenberger,0.775
Haralds Egle,0.775
Dominik Egli,0.775
Patrick Ehelechner,0.775
Yasin Ehliz,0.73
Travis Ehrhardt,0.775
Markus Eisenschmid,0.6425
Lucas Ekestahl Jonsson,0.775
Kevin Ekman-Larsson,0.775
Elias Ekstrom,0.775
Mattias Elfstrom,0.775
Will Elger,0.775
Kevin Elgestal,0.775
Rastislav Elias,0.775
Vince Elie,0.775
Arvid Eljas,0.775
Corey Elkins,0.775
Mads Eller,0.775
Keaton Ellerby,0.775
Taylor Ellington,0.775
Mitch Elliot,0.775
Brendan Ellis,0.775
Julien Ellis,0.775
Morgan Ellis,0.775
Matt Ellison,0.775
Eero Elo,0.775
Aleksi Elorinne,0.775
David Elsner,0.775
Turner Elson,0.7625
Hudson Elynuik,0.775
Einar Emanuelsson,0.775
Petter Emanuelsson,0.775
Steve Eminger,0.775
Riley Emmerson,0.775
Cory Emmerton,0.775
Dennis Endras,0.775
Sander-Vold Engebraten,0.775
Andrew Engelage,0.775
Drew Englot,0.775
Andreas Engqvist,0.775
Atte Engren,0.775
Christian Engstrand,0.775
Jonas Enlund,0.775
Wade Epp,0.775
Joacim Eriksson,0.775
Kalle Eriksson,0.775
Macoy Erkamps,0.655
Dylan Ernst,0.775
Jordan Ernst,0.775
Angelo Esposito,0.775
Luke Esposito,0.775
Kurt Etchegary,0.775
Brennan Evans,0.775
Jonny Evans,0.775
Max Everson,0.775
Travis Ewanyk,0.775
Dylan Fabre,0.775
Matteo Fabrizi,0.775
Mitch Fadden,0.775
Joshua Fahrni,0.775
Eric Faille,0.775
Cade Fairchild,0.775
Tanner Faith,0.775
Pontus Falk,0.775
Stepan Falkovsky,0.698333
Joe Fallon,0.775
Alexander Fallstrom,0.775
Ryan Faragher,0.775
Austin Farley,0.775
Jack Faso,0.775
T.J. Fast,0.775
Drew Fata,0.775
Thibault Fatton,0.775
Joe Faust,0.775
Keets Fawcett,0.775
Mark Fayne,3.625
Justin Fazio,0.775
Radel Fazleev,0.675
Luca Fazzini,0.775
Danny Federico,0.775
Samuel Fejes,0.775
Colin Felix,0.775
Oliver Felixson,0.775
Jonathan Ferland,0.775
Brian Ferlin,0.7
Linus Fernstrom,0.775
Benn Ferriero,0.775
Cody Ferriero,0.775
Justin Feser,0.775
Brett Festerling,0.775
Samuel Fiala,0.775
Todd Fiddler,0.775
Miguel Fidler,0.775
Jared Fiegl,0.775
Corey Fienhage,0.775
Robin Figren,0.775
Alexander Filatyev,0.775
Jonathan Filewich,0.775
Maxim Filimonov,0.775
Vincent Filion,0.775
Andrei Filonenko,0.775
Ilari Filppula,0.775
Andoni Fimis,0.775
Brett Findlay,0.775
Liam Finlay,0.775
Joe Finley,0.775
Charlie Finn,0.775
Matt Finn,0.775
David Fischer,0.775
Zach Fischer,0.775
Glenn Fisher,0.775
Mark Fistric,1.266666
Gerry Fitzgerald,0.775
Jerome Flaake,0.775
Brett Flemming,0.775
Justin Fletcher,0.775
Logan Flodell,0.775
Mark Flood,0.775
Justin Florek,0.775
Lukas Flueler,0.775
Jake Flynn,0.775
Ryan Flynn,0.775
Carter Foguth,0.775
Liam Folkes,0.775
Gabriel Fontaine,0.7
Matt Fonteyne,0.775
Michael Fora,0.775
Connor Ford,0.775
Matthew Ford,0.775
Todd Ford,0.775
Chris Forney,0.775
Alex Forsberg,0.775
Fredrik Forsberg,0.775
Jesse Forsberg,0.775
Mans Forsfjall,0.775
Olivier Fortier,0.775
Brandon Fortunato,0.8425
Maxime Fortunus,0.775
Robby Fosdick,0.775
Jeff Foss,0.775
Ryan Foss,0.775
Adrian Foster,0.775
Alex Foster,0.775
Brian Foster,0.775
Kurtis Foster,0.775
T.J. Foster,0.775
Kris Foucault,0.775
Stefan Fournier,0.775
Hayden Fowler,0.775
Dane Fox,0.775
Trent Fox,0.775
Matt Foy,0.775
Jason Fram,0.775
Dominic Franco,0.775
Chris Frank,0.775
Jordan Fransoo,0.775
Jacob Frasca,0.775
Colin Fraser,0.775
Jamie Fraser,0.775
Jeremie Fraser,0.775
Mark Fraser,0.775
Matt Fraser,0.775
Matt Frattin,0.775
Jeff Frazee,0.775
Kris Fredheim,0.775
Ralfs Freibergs,0.775
Max French,0.775
Colton Fretter,0.775
Alex Friesen,0.775
Niklas Friman,0.775
Andrew Fritsch,0.775
Jamie Fritsch,0.775
Dan Fritsche,0.775
Tom Fritsche,0.775
Dominik Frodl,0.775
Mathias From,0.775
Jiri Fronk,0.775
Hugo Frylen,0.775
Jordan Fulton,0.775
Michael Funk,0.775
Dominik Furch,0.775
Brendan Furry,0.775
Austin Fyten,0.775
Oliver Gabriel,0.775
Grant Gabriele,0.775
Philippe Gadoury,0.775
Max Gaede,0.775
Karl Gagne,0.775
Kevin Gagne,0.775
Sergei Gaiduchenko,0.775
Adam Gajarsky,0.775
Danila Galenyuk,0.775
Emil Galimov,0.775
Stanislav Galimov,0.775
Olivier Galipeau,0.775
Benjamin Gallacher,0.775
Alex Gallant,0.65
Brett Gallant,0.775
Jake Gannon,0.775
Matt Garbowsky,0.775
C.J. Garcia,0.775
Reid Gardiner,0.775
Isak Garfve,0.775
Emil Garipov,0.775
Gavin Garland,0.775
Hunter Garlent,0.775
Michael Garnett,0.775
Joseph Garreffa,0.775
Michael Garteig,0.775
Artur Gatiyatov,0.775
Sebastian Gatto,0.775
Jake Gaudet,0.775
Danick Gauthier,0.775
Guillaume Gauthier,0.775
Jerome Gauthier-Leduc,0.775
Artur Gavrus,0.775
Dustin Gazley,0.775
Curtis Gedig,0.775
Paul Geiger,0.775
Randall Gelech,0.775
Marc-Antoine Gelinas,0.775
Dan Gendur,0.775
Matt Generous,0.775
Matteo Gennaro,0.775
Leonardo Genoni,0.775
Chay Genoway,0.775
Brett Gensler,0.775
Sebastian Geoffrion,0.775
Charlie Gerard,0.775
Igor Geraskin,0.775
Jeremi Gerber,0.775
Carsen Germyn,0.775
Martin Gernat,0.775
Bruno Gervais,0.775
Bryce Gervais,0.775
Dante Giannuzzi,0.775
Kyle Gibbons,0.775
Kevin Gibson,0.775
Stephen Gibson,0.775
Remy Giftopoulos,0.775
David Gilbert,0.775
Michael Gildon,0.775
Stefano Giliati,0.775
Riley Gill,0.775
Sahir Gill,0.775
Mitch Gillam,0.775
Colton Gillies,0.775
Adam Gilmour,0.775
Matt Gilroy,0.775
Matt Ginn,0.775
Felix Girard,0.65
Gabriel Girard,0.775
Christopher Giroday,0.775
Joel Gistedt,0.775
Andrew Gladiuk,0.775
Seth Glanowski,0.775
Andrea Glauser,0.775
Konstantin Glazachev,0.775
Joe Gleason,0.775
Tim Gleason,0.775
Jon Gleed,0.775
Scott Glennie,0.775
Alex Globke,0.775
Rob Globke,0.775
Maximilian Glotzl,0.775
Dylan Godbout,0.775
Josh Godfrey,0.775
Denis Godla,0.775
Barry Goers,0.775
Steven Goertzen,0.775
Curt Gogol,0.775
Alexander Gogolev,0.775
Phillip Gogulla,0.775
Carson Golder,0.775
Jared Gomes,0.775
Maxim Goncharov,0.775
Elijah Gonsalves,0.775
Billy Good,0.775
Mattias Goransson,0.775
Andrew Gordon,0.775
Boyd Gordon,0.775
Coda Gordon,0.775
Lucas Gore,0.775
Max Gortz,0.616667
Kirill Gotovets,0.775
Spiro Goulakos,0.775
Alex Goulet,0.775
Stephane Goulet,0.775
Kevin Goumas,0.775
Deni Goure,0.775
Charley Graaskamp,0.775
Will Graber,0.775
Evgeny Grachev,0.775
German Grachyov,0.775
Luka Gracnar,0.775
Marc-Andre Gragnani,0.775
Alex Graham,0.775
Connor Graham,0.775
Ryan Graham,0.775
William Gramme,0.775
Philip Granath,0.775
Petter Granberg,0.6125
Noah Grannan,0.775
Alex Grant,0.7
Tommy Grant,0.775
Ryley Grantham,0.775
Josh Gratton,0.775
Charles-Edward Gravel,0.775
Maxime Gravel,0.775
Jacob Graves,0.750833
Denis Grebeshkov,0.775
Gordon Green,0.775
Matthew Greenfield,0.775
Scott Greenham,0.775
Richard Greenop,0.775
Kyle Greentree,0.775
Jeremy Gregoire,0.66
Thomas Gregoire,0.775
Alexandre Grenier,0.725
Alex Grieve,0.775
Igor Grigorenko,0.775
Mikhail Grigoryev,0.775
Rihards Griva,0.775
Mario Grman,0.775
Tyler Gron,0.775
Nicklas Grossmann,0.775
Nate Guenin,0.775
Louis-Philip Guindon,0.775
August Gunnarsson,0.775
Daniel Gunnarsson,0.775
Jonas Gunnarsson,0.775
Jianing Guo,0.775
Dias Guseinov,0.775
Viking Gustafsson Nyberg,0.775
Anton Gustafsson,0.775
Hampus Gustafsson,0.88375
Connor Gutenberg,0.775
Shea Guthrie,0.775
Justin Gutierrez,0.775
Brayden Guy,0.775
Salvatore Guzzo,0.775
Richard Gynge,0.775
Simon Gysbers,0.775
Garrett Haar,0.775
Frans Haara,0.775
Santeri Haarala,0.775
Aleks Haatanen,0.775
Justin Hache,0.775
Patrick Hager,0.775
Ryan Haggerty,0.675
Cody Haiskanen,0.775
Aaron Hakala,0.775
Nikolai Hakala,0.775
Zach Hall,0.775
Logan Halladay,0.775
Nick Halloran,0.775
Mike Halmo,0.775
Freddie Halyk,0.775
Tim Hambly,0.775
Anthony Hamburg,0.775
Zach Hamill,0.775
Curtis Hamilton,0.775
Rob Hamilton,0.775
Trevor Hamilton,0.775
Tariq Hammond,0.775
Justin Hamonic,0.775
Kevin Hancock,0.775
Fredrik Handemark,0.7925
Shane Hanna,0.775
Sawyer Hannay,0.775
Ben Hanowski,0.775
Christian Hanson,0.775
Darion Hanson,0.775
Marcus Hardegard,0.775
Colton Hargrove,0.775
Johan Harju,0.775
Brendan Harms,0.775
Zach Harnden,0.775
Chase Harrison,0.775
Peter Harrold,0.775
Aaron Harstad,0.775
Brian Hart,0.775
Eric Hartzell,0.775
Kevin Harvey,0.775
Samuel Harvey,0.775
Filip Hasa,0.775
Tyler Haskins,0.775
Matt Hatch,0.775
Jared Hauf,0.775
Luca Hauf,0.775
Henrik Haukeland,0.775
Timo Haussener,0.775
Jake Hauswirth,0.775
Hayden Hawkey,0.775
Eriah Hayes,0.775
Kyle Hayton,0.775
Jonathan Hazen,0.775
Josh Healey,0.7
Mitchell Heard,0.775
Philip Hecht,0.775
Edwin Hedberg,0.775
Sebastian Heden,0.775
Ludvig Hedstrom,0.775
Thomas Heemskerk,0.775
Cal Heeter,0.775
Ryan Hegarty,0.775
Anton Heikkinen,0.775
Ilkka Heikkinen,0.775
Andre Heim,0.95
Blake Heinrich,0.775
Tyson Helgesen,0.775
Christian Heljanko,0.775
Alexander Hellstrom,0.775
Dwight Helminen,0.775
Linus Hemstrom,0.775
Louka Henault,0.775
Mathieu Henderson,0.775
Jordan Hendry,0.775
Cedrick Henley,0.775
David Henley,0.775
Samuel Henley,0.775
Joseph Henneberry,0.775
Josh Hennessy,0.775
Adam Henrich,0.775
Alexander Henriksson,0.775
Jordan Henry,0.775
T.J. Hensick,0.775
Caleb Herbert,0.775
Liam Herbst,0.775
Christoffer Hernberg,0.775
Sam Herr,0.775
Michael Herringer,0.775
Patrik Hersley,0.775
Shaun Heshka,0.775
Zoltan Hetenyi,0.775
Matt Hewitt,0.775
Brett Hextall,0.775
Justin Hickman,0.7925
Juuso Hietanen,0.775
Brock Higgs,0.775
Christian Hilbrich,0.775
Jake Hildebrand,0.775
Max Hildebrand,0.775
Tyler Hill,0.775
Chad Hillebrand,0.775
Jack Hillen,0.775
Mark Hillier,0.775
Ryan Hillier,0.775
Charles Hilton,0.775
Eric Himelfarb,0.775
Yushiro Hirano,0.775
Alden Hirschfeld,0.775
Rob Hisey,0.775
Joey Hishon,0.775
Brady Hjelle,0.775
Michal Hlinka,0.775
Danny Hobbs,0.775
Adam Hobson,0.775
Bogdans Hodass,0.775
Steven Hodges,0.775
Thomas Hodges,0.775
Justin Hodgman,0.775
Mike Hoeffel,0.775
Mirko Hoefflin,0.775
Ludvig Hoff,0.775
Brody Hoffman,0.775
Bryan Hogan,0.775
Marcus Hogstrom,0.7
Cason Hohmann,0.775
Otto Hokkanen,0.775
Adrian Holesinsky,0.775
Patrick Holland,0.775
Rhett Holland,0.775
Denis Hollenstein,0.775
Luca Hollenstein,0.775
Bud Holloway,0.775
Ryan Hollweg,0.775
Mitch Holmberg,0.775
Hunter Holmes,0.775
Axel Holmstrom,0.694375
Ben Holmstrom,0.775
Jonas Holos,0.775
Filip Holst Persson,0.775
Braden Holt,0.775
Brandon Holt,0.775
Chris Holt,0.775
Marius Holtet,0.775
Adam Holwell,0.775
Riley Holzapfel,0.775
Gibson Homer,0.775
James Hong,0.775
David Honzik,0.775
Brandon Hope,0.775
Ryan Hopkins,0.775
Waltteri Hopponen,0.775
Frank Hora,0.775
Roman Horak,0.775
Michael Horth,0.775
Jake Horton,0.775
Ryan Horvat,0.775
Tyler Hostetter,0.775
Jackson Houck,0.775
Tanner House,0.775
Niko Hovinen,0.775
Keeghan Howdeshell,0.775
Joseph Howe,0.775
Travis Howe,0.775
Marek Howell,0.775
Ryan Howse,0.775
Raman Hrabarenka,0.775
Krystof Hrabik,0.775
Patrik Hrehorcak,0.775
Simon Hrubec,0.775
Mario Huber,0.775
Niklas Hubner,0.775
Mikael Huchette,0.775
Alex Hudson,0.775
Ewan Huet,0.775
Cole Huggins,0.775
Bobby Hughes,0.775
Liam Hughes,0.775
Adam Hughesman,0.775
Jere Huhtamaa,0.775
Derek Hulak,0.775
Mitch Hults,0.83375
Linus Hultstrom,0.925
Ryan Humphrey,0.775
Spencer Humphries,0.775
Jamie Hunt,0.775
Shawn Hunwick,0.775
Samuel Huo,0.775
Alex Hutchings,0.775
Adam Huxley,0.775
Aaron Hyman,0.775
Fabio Iacobo,0.775
Max Iafrate,0.775
Mike Iggulden,0.775
Brian Ihnacak,0.775
Jonathan Iilahti,0.775
Joona Ikonen,0.775
Juuso Ikonen,0.925
Andy Iles,0.775
Jarkko Immonen,0.775
Miks Indrasis,0.775
Danny Irmen,0.775
Aaron Irving,0.775
Leland Irving,0.775
Brayden Irwin,0.775
Mathias Israelsson,0.775
Michal Ivan,0.775
Yevgeni Ivannikov,0.775
Artyom Ivanyuzhenkov,0.775
Dallas Jackson,0.775
Jacob Jackson,0.775
Scott Jackson,0.775
Colin Jacobs,0.775
Jack Jacome,0.775
Jean-Francois Jacques,0.775
Tanner Jago,0.775
Tanner Jaillet,0.775
Carl Jakobsson,0.775
Janis Jaks,0.775
Connor James,0.775
Maxwell James,0.775
Aiden Jamieson,0.775
Andreas Jamtin,0.775
David Jankowski,0.775
Adam Janosik,0.775
Cam Janssen,0.775
Elias Jansson,0.775
Sam Jardine,0.775
Juha Jarvenpaa,0.775
Joonas Jarvinen,0.775
Kyle Jean,0.775
Dustin Jeffrey,0.775
Ziga Jeglic,0.775
Nikolajs Jelisejevs,0.775
Nick Jenny,0.775
Jack Jensen,0.775
Joe Jensen,0.775
Niklas Jensen,0.775
Taro Jentzsch,0.775
Hugh Jessiman,0.775
Nikita Jevpalovs,0.775
Oliver Joakim Larsen,0.775
Colton Jobke,0.775
Mason Jobst,0.775
Jesse Joensuu,0.775
Fredrik Johansson,0.775
Jonathan Johansson,0.775
Lars Johansson,0.775
